      En-low      En-high        flux      flux-unc         gxs       gxs-unc   greac-rate     cum-rate 
  2.39883E-03  2.51189E-03  1.41044E-03  0.00000E+00  3.81639E+00  0.00000E+00  5.38278E-03  3.15600E+00
  2.51189E-03  2.63027E-03  1.41044E-03  0.00000E+00  3.74418E+00  0.00000E+00  5.28093E-03  3.16128E+00
  2.63027E-03  2.75423E-03  1.41044E-03  0.00000E+00  3.67396E+00  0.00000E+00  5.18189E-03  3.16646E+00
  2.75423E-03  2.88403E-03  1.41044E-03  0.00000E+00  3.60557E+00  0.00000E+00  5.08543E-03  3.17155E+00
  2.88403E-03  3.01995E-03  1.41044E-03  0.00000E+00  3.53910E+00  0.00000E+00  4.99168E-03  3.17654E+00
  3.01995E-03  3.16228E-03  1.41044E-03  0.00000E+00  3.47444E+00  0.00000E+00  4.90048E-03  3.18144E+00
  3.16228E-03  3.31131E-03  1.41044E-03  0.00000E+00  3.41154E+00  0.00000E+00  4.81176E-03  3.18625E+00
  3.31131E-03  3.46737E-03  1.41044E-03  0.00000E+00  3.35048E+00  0.00000E+00  4.72564E-03  3.19098E+00
  3.46737E-03  3.63078E-03  1.41044E-03  0.00000E+00  3.29107E+00  0.00000E+00  4.64184E-03  3.19562E+00
  3.63078E-03  3.80189E-03  1.41044E-03  0.00000E+00  3.23334E+00  0.00000E+00  4.56042E-03  3.20018E+00
  3.80189E-03  3.98107E-03  1.41044E-03  0.00000E+00  3.17735E+00  0.00000E+00  4.48145E-03  3.20466E+00
  3.98107E-03  4.16869E-03  1.41044E-03  0.00000E+00  3.12290E+00  0.00000E+00  4.40465E-03  3.20907E+00
  4.16869E-03  4.36516E-03  1.41044E-03  0.00000E+00  3.07000E+00  0.00000E+00  4.33004E-03  3.21340E+00
  4.36516E-03  4.57088E-03  1.41044E-03  0.00000E+00  3.01872E+00  0.00000E+00  4.25772E-03  3.21765E+00
  4.57088E-03  4.78630E-03  1.41044E-03  0.00000E+00  2.96896E+00  0.00000E+00  4.18753E-03  3.22184E+00
  4.78630E-03  5.01187E-03  1.41044E-03  0.00000E+00  2.92063E+00  0.00000E+00  4.11937E-03  3.22596E+00
  5.01187E-03  5.24807E-03  1.41044E-03  0.00000E+00  2.87377E+00  0.00000E+00  4.05327E-03  3.23001E+00
  5.24807E-03  5.49541E-03  1.41044E-03  0.00000E+00  2.82839E+00  0.00000E+00  3.98926E-03  3.23400E+00
  5.49541E-03  5.75440E-03  1.41044E-03  0.00000E+00  2.78437E+00  0.00000E+00  3.92717E-03  3.23793E+00
