      En-low      En-high        flux      flux-unc         gxs       gxs-unc   greac-rate     cum-rate 
  9.12011E-05  9.54993E-05  1.41044E-03  0.00000E+00  3.66952E+06  5.77507E+01  5.17563E+03  4.64459E+05
  9.54993E-05  1.00000E-04  1.41044E-03  0.00000E+00  3.58604E+06  5.77507E+01  5.05788E+03  4.69517E+05
  1.00000E-04  1.04713E-04  1.41044E-03  0.00000E+00  3.50440E+06  5.77507E+01  4.94273E+03  4.74459E+05
  1.04713E-04  1.09648E-04  1.41044E-03  0.00000E+00  3.42463E+06  5.77507E+01  4.83023E+03  4.79289E+05
  1.09648E-04  1.14815E-04  1.41044E-03  0.00000E+00  3.34662E+06  5.77507E+01  4.72020E+03  4.84010E+05
  1.14815E-04  1.20226E-04  1.41044E-03  0.00000E+00  3.27041E+06  5.77507E+01  4.61271E+03  4.88622E+05
  1.20226E-04  1.25893E-04  1.41044E-03  0.00000E+00  3.19605E+06  5.77507E+01  4.50783E+03  4.93130E+05
  1.25893E-04  1.31826E-04  1.41044E-03  0.00000E+00  3.12326E+06  5.77507E+01  4.40516E+03  4.97535E+05
  1.31826E-04  1.38038E-04  1.41044E-03  0.00000E+00  3.05218E+06  5.77507E+01  4.30491E+03  5.01840E+05
  1.38038E-04  1.44544E-04  1.41044E-03  0.00000E+00  2.98270E+06  5.77507E+01  4.20692E+03  5.06047E+05
  1.44544E-04  1.51356E-04  1.41044E-03  0.00000E+00  2.91484E+06  5.77507E+01  4.11121E+03  5.10158E+05
  1.51356E-04  1.58489E-04  1.41044E-03  0.00000E+00  2.84843E+06  5.77507E+01  4.01754E+03  5.14176E+05
  1.58489E-04  1.65959E-04  1.41044E-03  0.00000E+00  2.78364E+06  5.77507E+01  3.92615E+03  5.18102E+05
  1.65959E-04  1.73780E-04  1.41044E-03  0.00000E+00  2.72026E+06  5.77507E+01  3.83676E+03  5.21939E+05
  1.73780E-04  1.81970E-04  1.41044E-03  0.00000E+00  2.65835E+06  5.77507E+01  3.74944E+03  5.25688E+05
  1.81970E-04  1.90546E-04  1.41044E-03  0.00000E+00  2.59783E+06  5.77507E+01  3.66408E+03  5.29352E+05
  1.90546E-04  1.99526E-04  1.41044E-03  0.00000E+00  2.53867E+06  5.77507E+01  3.58063E+03  5.32933E+05
  1.99526E-04  2.08930E-04  1.41044E-03  0.00000E+00  2.48092E+06  5.77507E+01  3.49918E+03  5.36432E+05
  2.08930E-04  2.18776E-04  1.41044E-03  0.00000E+00  2.42441E+06  5.77507E+01  3.41948E+03  5.39852E+05
  2.18776E-04  2.29087E-04  1.41044E-03  0.00000E+00  2.36926E+06  5.77507E+01  3.34169E+03  5.43193E+05
  2.29087E-04  2.39883E-04  1.41044E-03  0.00000E+00  2.31531E+06  5.77507E+01  3.26560E+03  5.46459E+05
  2.39883E-04  2.51189E-04  1.41044E-03  0.00000E+00  2.26264E+06  5.42229E+01  3.19132E+03  5.49650E+05
  2.51189E-04  2.63027E-04  1.41044E-03  0.00000E+00  2.21110E+06  5.42229E+01  3.11861E+03  5.52769E+05
  2.63027E-04  2.75423E-04  1.41044E-03  0.00000E+00  2.16079E+06  5.42229E+01  3.04767E+03  5.55817E+05
  2.75423E-04  2.88403E-04  1.41044E-03  0.00000E+00  2.11161E+06  5.42229E+01  2.97830E+03  5.58795E+05
  2.88403E-04  3.01995E-04  1.41044E-03  0.00000E+00  2.06353E+06  5.42229E+01  2.91048E+03  5.61705E+05
  3.01995E-04  3.16228E-04  1.41044E-03  0.00000E+00  2.01656E+06  5.42229E+01  2.84423E+03  5.64550E+05
  3.16228E-04  3.31131E-04  1.41044E-03  0.00000E+00  1.97065E+06  5.42229E+01  2.77947E+03  5.67329E+05
  3.31131E-04  3.46737E-04  1.41044E-03  0.00000E+00  1.92582E+06  5.42229E+01  2.71624E+03  5.70045E+05
  3.46737E-04  3.63078E-04  1.41044E-03  0.00000E+00  1.88195E+06  5.42229E+01  2.65437E+03  5.72700E+05
  3.63078E-04  3.80189E-04  1.41044E-03  0.00000E+00  1.83914E+06  5.42229E+01  2.59399E+03  5.75294E+05
  3.80189E-04  3.98107E-04  1.41044E-03  0.00000E+00  1.79725E+06  5.42229E+01  2.53491E+03  5.77829E+05
  3.98107E-04  4.16869E-04  1.41044E-03  0.00000E+00  1.75636E+06  5.42229E+01  2.47724E+03  5.80306E+05
  4.16869E-04  4.36516E-04  1.41044E-03  0.00000E+00  1.71636E+06  5.42229E+01  2.42082E+03  5.82727E+05
  4.36516E-04  4.57088E-04  1.41044E-03  0.00000E+00  1.67730E+06  5.42229E+01  2.36573E+03  5.85092E+05
  4.57088E-04  4.78630E-04  1.41044E-03  0.00000E+00  1.63913E+06  5.42229E+01  2.31188E+03  5.87404E+05
  4.78630E-04  5.01187E-04  1.41044E-03  0.00000E+00  1.60181E+06  5.42229E+01  2.25925E+03  5.89663E+05
  5.01187E-04  5.24807E-04  1.41044E-03  0.00000E+00  1.56536E+06  5.42229E+01  2.20784E+03  5.91871E+05
  5.24807E-04  5.49541E-04  1.41044E-03  0.00000E+00  1.52971E+06  5.42229E+01  2.15756E+03  5.94029E+05
  5.49541E-04  5.75440E-04  1.41044E-03  0.00000E+00  1.49491E+06  5.42229E+01  2.10848E+03  5.96137E+05
  5.75440E-04  6.02560E-04  1.41044E-03  0.00000E+00  1.46086E+06  5.42229E+01  2.06045E+03  5.98198E+05
  6.02560E-04  6.30957E-04  1.41044E-03  0.00000E+00  1.42763E+06  5.42229E+01  2.01358E+03  6.00211E+05
  6.30957E-04  6.60693E-04  1.41044E-03  0.00000E+00  1.39511E+06  5.42229E+01  1.96772E+03  6.02179E+05
  6.60693E-04  6.91831E-04  1.41044E-03  0.00000E+00  1.36337E+06  5.42229E+01  1.92295E+03  6.04102E+05
  6.91831E-04  7.24436E-04  1.41044E-03  0.00000E+00  1.33233E+06  5.42229E+01  1.87916E+03  6.05981E+05
  7.24436E-04  7.58578E-04  1.41044E-03  0.00000E+00  1.30200E+06  5.42229E+01  1.83639E+03  6.07818E+05
  7.58578E-04  7.94328E-04  1.41044E-03  0.00000E+00  1.27237E+06  5.04377E+01  1.79460E+03  6.09612E+05
  7.94328E-04  8.31764E-04  1.41044E-03  0.00000E+00  1.24340E+06  5.04377E+01  1.75374E+03  6.11366E+05
  8.31764E-04  8.70964E-04  1.41044E-03  0.00000E+00  1.21511E+06  5.04377E+01  1.71384E+03  6.13080E+05
  8.70964E-04  9.12011E-04  1.41044E-03  0.00000E+00  1.18743E+06  5.04377E+01  1.67480E+03  6.14755E+05
  9.12011E-04  9.54993E-04  1.41044E-03  0.00000E+00  1.16042E+06  5.04377E+01  1.63670E+03  6.16391E+05
  9.54993E-04  1.00000E-03  1.41044E-03  0.00000E+00  1.13399E+06  5.04377E+01  1.59942E+03  6.17991E+05
  1.00000E-03  1.04713E-03  1.41044E-03  0.00000E+00  1.10820E+06  5.04377E+01  1.56305E+03  6.19554E+05
  1.04713E-03  1.09648E-03  1.41044E-03  0.00000E+00  1.08296E+06  5.04377E+01  1.52744E+03  6.21081E+05
  1.09648E-03  1.14815E-03  1.41044E-03  0.00000E+00  1.05830E+06  5.04377E+01  1.49266E+03  6.22574E+05
  1.14815E-03  1.20226E-03  1.41044E-03  0.00000E+00  1.03420E+06  5.04377E+01  1.45867E+03  6.24033E+05
  1.20226E-03  1.25892E-03  1.41044E-03  0.00000E+00  1.01067E+06  5.04377E+01  1.42549E+03  6.25458E+05
  1.25892E-03  1.31826E-03  1.41044E-03  0.00000E+00  9.87672E+05  5.04377E+01  1.39305E+03  6.26851E+05
  1.31826E-03  1.38038E-03  1.41044E-03  0.00000E+00  9.65172E+05  5.04377E+01  1.36132E+03  6.28212E+05
  1.38038E-03  1.44544E-03  1.41044E-03  0.00000E+00  9.43229E+05  5.04377E+01  1.33037E+03  6.29543E+05
  1.44544E-03  1.51356E-03  1.41044E-03  0.00000E+00  9.21741E+05  5.04377E+01  1.30006E+03  6.30843E+05
  1.51356E-03  1.58489E-03  1.41044E-03  0.00000E+00  9.00767E+05  5.04377E+01  1.27048E+03  6.32113E+05
  1.58489E-03  1.65959E-03  1.41044E-03  0.00000E+00  8.80253E+05  5.04377E+01  1.24154E+03  6.33355E+05
  1.65959E-03  1.73780E-03  1.41044E-03  0.00000E+00  8.60230E+05  5.04377E+01  1.21330E+03  6.34568E+05
  1.73780E-03  1.81970E-03  1.41044E-03  0.00000E+00  8.40641E+05  5.04377E+01  1.18567E+03  6.35754E+05
